"Var1","Var2","yes","no","total.votes","approval","current","yes12","yes16","yes20"
4300,5400,4300,5400,9700,44.3298969072165,"Approval not met","Approval not met","Approval not met","Approval not met"
4400,5400,4400,5400,9800,44.8979591836735,"Approval not met","Approval not met","Approval not met","Approval not met"
4500,5400,4500,5400,9900,45.4545454545455,"Approval not met","Approval not met","Approval not met","Approval not met"
4600,5400,4600,5400,10000,46,"Approval not met","Approval not met","Approval not met","Approval not met"
4700,5400,4700,5400,10100,46.5346534653465,"Approval not met","Approval not met","Approval not met","Approval not met"
4800,5400,4800,5400,10200,47.0588235294118,"Approval not met","Approval not met","Approval not met","Approval not met"
4900,5400,4900,5400,10300,47.5728155339806,"Approval not met","Approval not met","Approval not met","Approval not met"
5000,5400,5000,5400,10400,48.0769230769231,"Approval not met","Approval not met","Approval not met","Approval not met"
5100,5400,5100,5400,10500,48.5714285714286,"Approval not met","Approval not met","Approval not met","Approval not met"
5200,5400,5200,5400,10600,49.0566037735849,"Approval not met","Approval not met","Approval not met","Approval not met"
5300,5400,5300,5400,10700,49.5327102803738,"Approval not met","Approval not met","Approval not met","Approval not met"
5400,5400,5400,5400,10800,50,"Approval not met","Approval not met","Approval not met","Approval not met"
5500,5400,5500,5400,10900,50.4587155963303,"Approval not met","Approval not met","Approval not met","Approval not met"
5600,5400,5600,5400,11000,50.9090909090909,"Approval not met","Approval not met","Approval not met","Approval not met"
5700,5400,5700,5400,11100,51.3513513513513,"Approval not met","Approval not met","Approval not met","Approval not met"
5800,5400,5800,5400,11200,51.7857142857143,"Approval not met","Approval not met","Approval not met","Approval not met"
5900,5400,5900,5400,11300,52.212389380531,"Approval not met","Approval not met","Approval not met","Approval not met"
6000,5400,6000,5400,11400,52.6315789473684,"Approval not met","Approval not met","Approval not met","Approval not met"
6100,5400,6100,5400,11500,53.0434782608696,"Approval not met","Approval not met","Approval not met","Approval not met"
6200,5400,6200,5400,11600,53.448275862069,"Approval not met","Approval not met","Approval not met","Approval not met"
6300,5400,6300,5400,11700,53.8461538461538,"Approval not met","Approval not met","Approval not met","Approval not met"
6400,5400,6400,5400,11800,54.2372881355932,"Approval not met","Approval not met","Approval not met","Approval not met"
6500,5400,6500,5400,11900,54.6218487394958,"Approval not met","Approval not met","Approval not met","Approval not met"
6600,5400,6600,5400,12000,55,"Approval not met","Approval not met","Approval not met","Approval not met"
6700,5400,6700,5400,12100,55.3719008264463,"Approval not met","Approval not met","Approval not met","Approval not met"
6800,5400,6800,5400,12200,55.7377049180328,"Approval not met","Approval not met","Approval not met","Approval not met"
6900,5400,6900,5400,12300,56.0975609756098,"Approval not met","Approval not met","Approval not met","Approval not met"
7000,5400,7000,5400,12400,56.4516129032258,"Approval not met","Approval not met","Approval not met","Approval not met"
7100,5400,7100,5400,12500,56.8,"Approval not met","Approval not met","Approval not met","Approval not met"
7200,5400,7200,5400,12600,57.1428571428571,"Approval not met","Approval not met","Approval not met","Approval not met"
7300,5400,7300,5400,12700,57.4803149606299,"Approval not met","Approval not met","Approval not met","Approval not met"
7400,5400,7400,5400,12800,57.8125,"Approval not met","Approval not met","Approval not met","Approval not met"
7500,5400,7500,5400,12900,58.1395348837209,"Approval not met","Approval not met","Approval not met","Approval not met"
7600,5400,7600,5400,13000,58.4615384615385,"Approval not met","Approval not met","Approval not met","Approval not met"
7700,5400,7700,5400,13100,58.7786259541985,"Approval not met","Approval not met","Approval not met","Approval not met"
7800,5400,7800,5400,13200,59.0909090909091,"Approval not met","Approval not met","Approval not met","Approval not met"
7900,5400,7900,5400,13300,59.3984962406015,"Approval not met","Approval not met","Approval not met","Approval not met"
8000,5400,8000,5400,13400,59.7014925373134,"Approval not met","Approval not met","Approval not met","Approval not met"
8100,5400,8100,5400,13500,60,"Quorum met","Quorum met","Quorum met","Quorum not met"
8200,5400,8200,5400,13600,60.2941176470588,"Quorum met","Quorum met","Quorum met","Quorum met"
8300,5400,8300,5400,13700,60.5839416058394,"Quorum met","Quorum met","Quorum met","Quorum met"
8400,5400,8400,5400,13800,60.8695652173913,"Quorum met","Quorum met","Quorum met","Quorum met"
8500,5400,8500,5400,13900,61.1510791366906,"Quorum met","Quorum met","Quorum met","Quorum met"
8600,5400,8600,5400,14000,61.4285714285714,"Quorum met","Quorum met","Quorum met","Quorum met"
8700,5400,8700,5400,14100,61.7021276595745,"Quorum met","Quorum met","Quorum met","Quorum met"
8800,5400,8800,5400,14200,61.9718309859155,"Quorum met","Quorum met","Quorum met","Quorum met"
8900,5400,8900,5400,14300,62.2377622377622,"Quorum met","Quorum met","Quorum met","Quorum met"
9000,5400,9000,5400,14400,62.5,"Quorum met","Quorum met","Quorum met","Quorum met"
9100,5400,9100,5400,14500,62.7586206896552,"Quorum met","Quorum met","Quorum met","Quorum met"
9200,5400,9200,5400,14600,63.013698630137,"Quorum met","Quorum met","Quorum met","Quorum met"
9300,5400,9300,5400,14700,63.265306122449,"Quorum met","Quorum met","Quorum met","Quorum met"
9400,5400,9400,5400,14800,63.5135135135135,"Quorum met","Quorum met","Quorum met","Quorum met"
9500,5400,9500,5400,14900,63.758389261745,"Quorum met","Quorum met","Quorum met","Quorum met"
9600,5400,9600,5400,15000,64,"Quorum met","Quorum met","Quorum met","Quorum met"
9700,5400,9700,5400,15100,64.2384105960265,"Quorum met","Quorum met","Quorum met","Quorum met"
9800,5400,9800,5400,15200,64.4736842105263,"Quorum met","Quorum met","Quorum met","Quorum met"
9900,5400,9900,5400,15300,64.7058823529412,"Quorum met","Quorum met","Quorum met","Quorum met"
10000,5400,10000,5400,15400,64.9350649350649,"Quorum met","Quorum met","Quorum met","Quorum met"
4000,5500,4000,5500,9500,42.1052631578947,"Approval not met","Approval not met","Approval not met","Approval not met"
4100,5500,4100,5500,9600,42.7083333333333,"Approval not met","Approval not met","Approval not met","Approval not met"
4200,5500,4200,5500,9700,43.298969072165,"Approval not met","Approval not met","Approval not met","Approval not met"
4300,5500,4300,5500,9800,43.8775510204082,"Approval not met","Approval not met","Approval not met","Approval not met"
4400,5500,4400,5500,9900,44.4444444444444,"Approval not met","Approval not met","Approval not met","Approval not met"
4500,5500,4500,5500,10000,45,"Approval not met","Approval not met","Approval not met","Approval not met"
4600,5500,4600,5500,10100,45.5445544554455,"Approval not met","Approval not met","Approval not met","Approval not met"
4700,5500,4700,5500,10200,46.078431372549,"Approval not met","Approval not met","Approval not met","Approval not met"
4800,5500,4800,5500,10300,46.6019417475728,"Approval not met","Approval not met","Approval not met","Approval not met"
4900,5500,4900,5500,10400,47.1153846153846,"Approval not met","Approval not met","Approval not met","Approval not met"
5000,5500,5000,5500,10500,47.6190476190476,"Approval not met","Approval not met","Approval not met","Approval not met"
5100,5500,5100,5500,10600,48.1132075471698,"Approval not met","Approval not met","Approval not met","Approval not met"
5200,5500,5200,5500,10700,48.5981308411215,"Approval not met","Approval not met","Approval not met","Approval not met"
5300,5500,5300,5500,10800,49.0740740740741,"Approval not met","Approval not met","Approval not met","Approval not met"
5400,5500,5400,5500,10900,49.5412844036697,"Approval not met","Approval not met","Approval not met","Approval not met"
5500,5500,5500,5500,11000,50,"Approval not met","Approval not met","Approval not met","Approval not met"
5600,5500,5600,5500,11100,50.4504504504504,"Approval not met","Approval not met","Approval not met","Approval not met"
5700,5500,5700,5500,11200,50.8928571428571,"Approval not met","Approval not met","Approval not met","Approval not met"
5800,5500,5800,5500,11300,51.3274336283186,"Approval not met","Approval not met","Approval not met","Approval not met"
5900,5500,5900,5500,11400,51.7543859649123,"Approval not met","Approval not met","Approval not met","Approval not met"
6000,5500,6000,5500,11500,52.1739130434783,"Approval not met","Approval not met","Approval not met","Approval not met"
6100,5500,6100,5500,11600,52.5862068965517,"Approval not met","Approval not met","Approval not met","Approval not met"
6200,5500,6200,5500,11700,52.991452991453,"Approval not met","Approval not met","Approval not met","Approval not met"
6300,5500,6300,5500,11800,53.3898305084746,"Approval not met","Approval not met","Approval not met","Approval not met"
6400,5500,6400,5500,11900,53.781512605042,"Approval not met","Approval not met","Approval not met","Approval not met"
6500,5500,6500,5500,12000,54.1666666666667,"Approval not met","Approval not met","Approval not met","Approval not met"
6600,5500,6600,5500,12100,54.5454545454545,"Approval not met","Approval not met","Approval not met","Approval not met"
6700,5500,6700,5500,12200,54.9180327868852,"Approval not met","Approval not met","Approval not met","Approval not met"
6800,5500,6800,5500,12300,55.2845528455285,"Approval not met","Approval not met","Approval not met","Approval not met"
6900,5500,6900,5500,12400,55.6451612903226,"Approval not met","Approval not met","Approval not met","Approval not met"
7000,5500,7000,5500,12500,56,"Approval not met","Approval not met","Approval not met","Approval not met"
7100,5500,7100,5500,12600,56.3492063492063,"Approval not met","Approval not met","Approval not met","Approval not met"
7200,5500,7200,5500,12700,56.6929133858268,"Approval not met","Approval not met","Approval not met","Approval not met"
7300,5500,7300,5500,12800,57.03125,"Approval not met","Approval not met","Approval not met","Approval not met"
7400,5500,7400,5500,12900,57.3643410852713,"Approval not met","Approval not met","Approval not met","Approval not met"
7500,5500,7500,5500,13000,57.6923076923077,"Approval not met","Approval not met","Approval not met","Approval not met"
7600,5500,7600,5500,13100,58.0152671755725,"Approval not met","Approval not met","Approval not met","Approval not met"
7700,5500,7700,5500,13200,58.3333333333333,"Approval not met","Approval not met","Approval not met","Approval not met"
7800,5500,7800,5500,13300,58.6466165413534,"Approval not met","Approval not met","Approval not met","Approval not met"
7900,5500,7900,5500,13400,58.955223880597,"Approval not met","Approval not met","Approval not met","Approval not met"
8000,5500,8000,5500,13500,59.2592592592593,"Approval not met","Approval not met","Approval not met","Approval not met"
8100,5500,8100,5500,13600,59.5588235294118,"Approval not met","Approval not met","Approval not met","Approval not met"
8200,5500,8200,5500,13700,59.8540145985402,"Approval not met","Approval not met","Approval not met","Approval not met"
8300,5500,8300,5500,13800,60.1449275362319,"Quorum met","Quorum met","Quorum met","Quorum met"
8400,5500,8400,5500,13900,60.431654676259,"Quorum met","Quorum met","Quorum met","Quorum met"
8500,5500,8500,5500,14000,60.7142857142857,"Quorum met","Quorum met","Quorum met","Quorum met"
8600,5500,8600,5500,14100,60.9929078014184,"Quorum met","Quorum met","Quorum met","Quorum met"
8700,5500,8700,5500,14200,61.2676056338028,"Quorum met","Quorum met","Quorum met","Quorum met"
8800,5500,8800,5500,14300,61.5384615384615,"Quorum met","Quorum met","Quorum met","Quorum met"
8900,5500,8900,5500,14400,61.8055555555556,"Quorum met","Quorum met","Quorum met","Quorum met"
9000,5500,9000,5500,14500,62.0689655172414,"Quorum met","Quorum met","Quorum met","Quorum met"
9100,5500,9100,5500,14600,62.3287671232877,"Quorum met","Quorum met","Quorum met","Quorum met"
9200,5500,9200,5500,14700,62.5850340136054,"Quorum met","Quorum met","Quorum met","Quorum met"
9300,5500,9300,5500,14800,62.8378378378378,"Quorum met","Quorum met","Quorum met","Quorum met"
9400,5500,9400,5500,14900,63.0872483221477,"Quorum met","Quorum met","Quorum met","Quorum met"
9500,5500,9500,5500,15000,63.3333333333333,"Quorum met","Quorum met","Quorum met","Quorum met"
9600,5500,9600,5500,15100,63.5761589403974,"Quorum met","Quorum met","Quorum met","Quorum met"
9700,5500,9700,5500,15200,63.8157894736842,"Quorum met","Quorum met","Quorum met","Quorum met"
9800,5500,9800,5500,15300,64.0522875816993,"Quorum met","Quorum met","Quorum met","Quorum met"
9900,5500,9900,5500,15400,64.2857142857143,"Quorum met","Quorum met","Quorum met","Quorum met"
10000,5500,10000,5500,15500,64.5161290322581,"Quorum met","Quorum met","Quorum met","Quorum met"
4000,5600,4000,5600,9600,41.6666666666667,"Approval not met","Approval not met","Approval not met","Approval not met"
4100,5600,4100,5600,9700,42.2680412371134,"Approval not met","Approval not met","Approval not met","Approval not met"
4200,5600,4200,5600,9800,42.8571428571429,"Approval not met","Approval not met","Approval not met","Approval not met"
4300,5600,4300,5600,9900,43.4343434343434,"Approval not met","Approval not met","Approval not met","Approval not met"
4400,5600,4400,5600,10000,44,"Approval not met","Approval not met","Approval not met","Approval not met"
4500,5600,4500,5600,10100,44.5544554455446,"Approval not met","Approval not met","Approval not met","Approval not met"
4600,5600,4600,5600,10200,45.0980392156863,"Approval not met","Approval not met","Approval not met","Approval not met"
4700,5600,4700,5600,10300,45.6310679611651,"Approval not met","Approval not met","Approval not met","Approval not met"
4800,5600,4800,5600,10400,46.1538461538462,"Approval not met","Approval not met","Approval not met","Approval not met"
4900,5600,4900,5600,10500,46.6666666666667,"Approval not met","Approval not met","Approval not met","Approval not met"
5000,5600,5000,5600,10600,47.1698113207547,"Approval not met","Approval not met","Approval not met","Approval not met"
5100,5600,5100,5600,10700,47.6635514018692,"Approval not met","Approval not met","Approval not met","Approval not met"
5200,5600,5200,5600,10800,48.1481481481481,"Approval not met","Approval not met","Approval not met","Approval not met"
5300,5600,5300,5600,10900,48.6238532110092,"Approval not met","Approval not met","Approval not met","Approval not met"
5400,5600,5400,5600,11000,49.0909090909091,"Approval not met","Approval not met","Approval not met","Approval not met"
5500,5600,5500,5600,11100,49.5495495495495,"Approval not met","Approval not met","Approval not met","Approval not met"
5600,5600,5600,5600,11200,50,"Approval not met","Approval not met","Approval not met","Approval not met"
5700,5600,5700,5600,11300,50.4424778761062,"Approval not met","Approval not met","Approval not met","Approval not met"
5800,5600,5800,5600,11400,50.8771929824561,"Approval not met","Approval not met","Approval not met","Approval not met"
5900,5600,5900,5600,11500,51.304347826087,"Approval not met","Approval not met","Approval not met","Approval not met"
6000,5600,6000,5600,11600,51.7241379310345,"Approval not met","Approval not met","Approval not met","Approval not met"
6100,5600,6100,5600,11700,52.1367521367521,"Approval not met","Approval not met","Approval not met","Approval not met"
6200,5600,6200,5600,11800,52.5423728813559,"Approval not met","Approval not met","Approval not met","Approval not met"
6300,5600,6300,5600,11900,52.9411764705882,"Approval not met","Approval not met","Approval not met","Approval not met"
6400,5600,6400,5600,12000,53.3333333333333,"Approval not met","Approval not met","Approval not met","Approval not met"
6500,5600,6500,5600,12100,53.7190082644628,"Approval not met","Approval not met","Approval not met","Approval not met"
6600,5600,6600,5600,12200,54.0983606557377,"Approval not met","Approval not met","Approval not met","Approval not met"
6700,5600,6700,5600,12300,54.4715447154472,"Approval not met","Approval not met","Approval not met","Approval not met"
6800,5600,6800,5600,12400,54.8387096774194,"Approval not met","Approval not met","Approval not met","Approval not met"
6900,5600,6900,5600,12500,55.2,"Approval not met","Approval not met","Approval not met","Approval not met"
7000,5600,7000,5600,12600,55.5555555555556,"Approval not met","Approval not met","Approval not met","Approval not met"
7100,5600,7100,5600,12700,55.9055118110236,"Approval not met","Approval not met","Approval not met","Approval not met"
7200,5600,7200,5600,12800,56.25,"Approval not met","Approval not met","Approval not met","Approval not met"
7300,5600,7300,5600,12900,56.5891472868217,"Approval not met","Approval not met","Approval not met","Approval not met"
7400,5600,7400,5600,13000,56.9230769230769,"Approval not met","Approval not met","Approval not met","Approval not met"
7500,5600,7500,5600,13100,57.2519083969466,"Approval not met","Approval not met","Approval not met","Approval not met"
7600,5600,7600,5600,13200,57.5757575757576,"Approval not met","Approval not met","Approval not met","Approval not met"
7700,5600,7700,5600,13300,57.8947368421053,"Approval not met","Approval not met","Approval not met","Approval not met"
7800,5600,7800,5600,13400,58.2089552238806,"Approval not met","Approval not met","Approval not met","Approval not met"
7900,5600,7900,5600,13500,58.5185185185185,"Approval not met","Approval not met","Approval not met","Approval not met"
8000,5600,8000,5600,13600,58.8235294117647,"Approval not met","Approval not met","Approval not met","Approval not met"
8100,5600,8100,5600,13700,59.1240875912409,"Approval not met","Approval not met","Approval not met","Approval not met"
8200,5600,8200,5600,13800,59.4202898550725,"Approval not met","Approval not met","Approval not met","Approval not met"
8300,5600,8300,5600,13900,59.7122302158273,"Approval not met","Approval not met","Approval not met","Approval not met"
8400,5600,8400,5600,14000,60,"Quorum met","Quorum met","Quorum met","Quorum met"
8500,5600,8500,5600,14100,60.2836879432624,"Quorum met","Quorum met","Quorum met","Quorum met"
8600,5600,8600,5600,14200,60.5633802816901,"Quorum met","Quorum met","Quorum met","Quorum met"
8700,5600,8700,5600,14300,60.8391608391608,"Quorum met","Quorum met","Quorum met","Quorum met"
8800,5600,8800,5600,14400,61.1111111111111,"Quorum met","Quorum met","Quorum met","Quorum met"
8900,5600,8900,5600,14500,61.3793103448276,"Quorum met","Quorum met","Quorum met","Quorum met"
9000,5600,9000,5600,14600,61.6438356164384,"Quorum met","Quorum met","Quorum met","Quorum met"
9100,5600,9100,5600,14700,61.9047619047619,"Quorum met","Quorum met","Quorum met","Quorum met"
9200,5600,9200,5600,14800,62.1621621621622,"Quorum met","Quorum met","Quorum met","Quorum met"
9300,5600,9300,5600,14900,62.4161073825503,"Quorum met","Quorum met","Quorum met","Quorum met"
9400,5600,9400,5600,15000,62.6666666666667,"Quorum met","Quorum met","Quorum met","Quorum met"
9500,5600,9500,5600,15100,62.9139072847682,"Quorum met","Quorum met","Quorum met","Quorum met"
9600,5600,9600,5600,15200,63.1578947368421,"Quorum met","Quorum met","Quorum met","Quorum met"
9700,5600,9700,5600,15300,63.3986928104575,"Quorum met","Quorum met","Quorum met","Quorum met"
9800,5600,9800,5600,15400,63.6363636363636,"Quorum met","Quorum met","Quorum met","Quorum met"
9900,5600,9900,5600,15500,63.8709677419355,"Quorum met","Quorum met","Quorum met","Quorum met"
10000,5600,10000,5600,15600,64.1025641025641,"Quorum met","Quorum met","Quorum met","Quorum met"
4000,5700,4000,5700,9700,41.2371134020619,"Approval not met","Approval not met","Approval not met","Approval not met"
4100,5700,4100,5700,9800,41.8367346938776,"Approval not met","Approval not met","Approval not met","Approval not met"
4200,5700,4200,5700,9900,42.4242424242424,"Approval not met","Approval not met","Approval not met","Approval not met"
4300,5700,4300,5700,10000,43,"Approval not met","Approval not met","Approval not met","Approval not met"
4400,5700,4400,5700,10100,43.5643564356436,"Approval not met","Approval not met","Approval not met","Approval not met"
4500,5700,4500,5700,10200,44.1176470588235,"Approval not met","Approval not met","Approval not met","Approval not met"
4600,5700,4600,5700,10300,44.6601941747573,"Approval not met","Approval not met","Approval not met","Approval not met"
4700,5700,4700,5700,10400,45.1923076923077,"Approval not met","Approval not met","Approval not met","Approval not met"
4800,5700,4800,5700,10500,45.7142857142857,"Approval not met","Approval not met","Approval not met","Approval not met"
4900,5700,4900,5700,10600,46.2264150943396,"Approval not met","Approval not met","Approval not met","Approval not met"
5000,5700,5000,5700,10700,46.7289719626168,"Approval not met","Approval not met","Approval not met","Approval not met"
5100,5700,5100,5700,10800,47.2222222222222,"Approval not met","Approval not met","Approval not met","Approval not met"
5200,5700,5200,5700,10900,47.7064220183486,"Approval not met","Approval not met","Approval not met","Approval not met"
5300,5700,5300,5700,11000,48.1818181818182,"Approval not met","Approval not met","Approval not met","Approval not met"
5400,5700,5400,5700,11100,48.6486486486487,"Approval not met","Approval not met","Approval not met","Approval not met"
5500,5700,5500,5700,11200,49.1071428571429,"Approval not met","Approval not met","Approval not met","Approval not met"
5600,5700,5600,5700,11300,49.5575221238938,"Approval not met","Approval not met","Approval not met","Approval not met"
5700,5700,5700,5700,11400,50,"Approval not met","Approval not met","Approval not met","Approval not met"
5800,5700,5800,5700,11500,50.4347826086956,"Approval not met","Approval not met","Approval not met","Approval not met"
5900,5700,5900,5700,11600,50.8620689655172,"Approval not met","Approval not met","Approval not met","Approval not met"
6000,5700,6000,5700,11700,51.2820512820513,"Approval not met","Approval not met","Approval not met","Approval not met"
6100,5700,6100,5700,11800,51.6949152542373,"Approval not met","Approval not met","Approval not met","Approval not met"
6200,5700,6200,5700,11900,52.1008403361345,"Approval not met","Approval not met","Approval not met","Approval not met"
6300,5700,6300,5700,12000,52.5,"Approval not met","Approval not met","Approval not met","Approval not met"
6400,5700,6400,5700,12100,52.8925619834711,"Approval not met","Approval not met","Approval not met","Approval not met"
6500,5700,6500,5700,12200,53.2786885245902,"Approval not met","Approval not met","Approval not met","Approval not met"
6600,5700,6600,5700,12300,53.6585365853659,"Approval not met","Approval not met","Approval not met","Approval not met"
6700,5700,6700,5700,12400,54.0322580645161,"Approval not met","Approval not met","Approval not met","Approval not met"
6800,5700,6800,5700,12500,54.4,"Approval not met","Approval not met","Approval not met","Approval not met"
6900,5700,6900,5700,12600,54.7619047619048,"Approval not met","Approval not met","Approval not met","Approval not met"
7000,5700,7000,5700,12700,55.1181102362205,"Approval not met","Approval not met","Approval not met","Approval not met"
7100,5700,7100,5700,12800,55.46875,"Approval not met","Approval not met","Approval not met","Approval not met"
7200,5700,7200,5700,12900,55.8139534883721,"Approval not met","Approval not met","Approval not met","Approval not met"
7300,5700,7300,5700,13000,56.1538461538462,"Approval not met","Approval not met","Approval not met","Approval not met"
7400,5700,7400,5700,13100,56.4885496183206,"Approval not met","Approval not met","Approval not met","Approval not met"
7500,5700,7500,5700,13200,56.8181818181818,"Approval not met","Approval not met","Approval not met","Approval not met"
7600,5700,7600,5700,13300,57.1428571428571,"Approval not met","Approval not met","Approval not met","Approval not met"
7700,5700,7700,5700,13400,57.4626865671642,"Approval not met","Approval not met","Approval not met","Approval not met"
7800,5700,7800,5700,13500,57.7777777777778,"Approval not met","Approval not met","Approval not met","Approval not met"
7900,5700,7900,5700,13600,58.0882352941177,"Approval not met","Approval not met","Approval not met","Approval not met"
8000,5700,8000,5700,13700,58.3941605839416,"Approval not met","Approval not met","Approval not met","Approval not met"
8100,5700,8100,5700,13800,58.695652173913,"Approval not met","Approval not met","Approval not met","Approval not met"
8200,5700,8200,5700,13900,58.9928057553957,"Approval not met","Approval not met","Approval not met","Approval not met"
8300,5700,8300,5700,14000,59.2857142857143,"Approval not met","Approval not met","Approval not met","Approval not met"
8400,5700,8400,5700,14100,59.5744680851064,"Approval not met","Approval not met","Approval not met","Approval not met"
8500,5700,8500,5700,14200,59.8591549295775,"Approval not met","Approval not met","Approval not met","Approval not met"
8600,5700,8600,5700,14300,60.1398601398601,"Quorum met","Quorum met","Quorum met","Quorum met"
8700,5700,8700,5700,14400,60.4166666666667,"Quorum met","Quorum met","Quorum met","Quorum met"
8800,5700,8800,5700,14500,60.6896551724138,"Quorum met","Quorum met","Quorum met","Quorum met"
8900,5700,8900,5700,14600,60.958904109589,"Quorum met","Quorum met","Quorum met","Quorum met"
9000,5700,9000,5700,14700,61.2244897959184,"Quorum met","Quorum met","Quorum met","Quorum met"
9100,5700,9100,5700,14800,61.4864864864865,"Quorum met","Quorum met","Quorum met","Quorum met"
9200,5700,9200,5700,14900,61.744966442953,"Quorum met","Quorum met","Quorum met","Quorum met"
9300,5700,9300,5700,15000,62,"Quorum met","Quorum met","Quorum met","Quorum met"
9400,5700,9400,5700,15100,62.2516556291391,"Quorum met","Quorum met","Quorum met","Quorum met"
9500,5700,9500,5700,15200,62.5,"Quorum met","Quorum met","Quorum met","Quorum met"
9600,5700,9600,5700,15300,62.7450980392157,"Quorum met","Quorum met","Quorum met","Quorum met"
9700,5700,9700,5700,15400,62.987012987013,"Quorum met","Quorum met","Quorum met","Quorum met"
9800,5700,9800,5700,15500,63.2258064516129,"Quorum met","Quorum met","Quorum met","Quorum met"
9900,5700,9900,5700,15600,63.4615384615385,"Quorum met","Quorum met","Quorum met","Quorum met"
10000,5700,10000,5700,15700,63.6942675159236,"Quorum met","Quorum met","Quorum met","Quorum met"
4000,5800,4000,5800,9800,40.8163265306122,"Approval not met","Approval not met","Approval not met","Approval not met"
4100,5800,4100,5800,9900,41.4141414141414,"Approval not met","Approval not met","Approval not met","Approval not met"
4200,5800,4200,5800,10000,42,"Approval not met","Approval not met","Approval not met","Approval not met"
4300,5800,4300,5800,10100,42.5742574257426,"Approval not met","Approval not met","Approval not met","Approval not met"
4400,5800,4400,5800,10200,43.1372549019608,"Approval not met","Approval not met","Approval not met","Approval not met"
4500,5800,4500,5800,10300,43.6893203883495,"Approval not met","Approval not met","Approval not met","Approval not met"
4600,5800,4600,5800,10400,44.2307692307692,"Approval not met","Approval not met","Approval not met","Approval not met"
4700,5800,4700,5800,10500,44.7619047619048,"Approval not met","Approval not met","Approval not met","Approval not met"
4800,5800,4800,5800,10600,45.2830188679245,"Approval not met","Approval not met","Approval not met","Approval not met"
4900,5800,4900,5800,10700,45.7943925233645,"Approval not met","Approval not met","Approval not met","Approval not met"
5000,5800,5000,5800,10800,46.2962962962963,"Approval not met","Approval not met","Approval not met","Approval not met"
5100,5800,5100,5800,10900,46.7889908256881,"Approval not met","Approval not met","Approval not met","Approval not met"
5200,5800,5200,5800,11000,47.2727272727273,"Approval not met","Approval not met","Approval not met","Approval not met"
5300,5800,5300,5800,11100,47.7477477477478,"Approval not met","Approval not met","Approval not met","Approval not met"
5400,5800,5400,5800,11200,48.2142857142857,"Approval not met","Approval not met","Approval not met","Approval not met"
5500,5800,5500,5800,11300,48.6725663716814,"Approval not met","Approval not met","Approval not met","Approval not met"
5600,5800,5600,5800,11400,49.1228070175439,"Approval not met","Approval not met","Approval not met","Approval not met"
5700,5800,5700,5800,11500,49.5652173913044,"Approval not met","Approval not met","Approval not met","Approval not met"
5800,5800,5800,5800,11600,50,"Approval not met","Approval not met","Approval not met","Approval not met"
5900,5800,5900,5800,11700,50.4273504273504,"Approval not met","Approval not met","Approval not met","Approval not met"
6000,5800,6000,5800,11800,50.8474576271186,"Approval not met","Approval not met","Approval not met","Approval not met"
6100,5800,6100,5800,11900,51.2605042016807,"Approval not met","Approval not met","Approval not met","Approval not met"
6200,5800,6200,5800,12000,51.6666666666667,"Approval not met","Approval not met","Approval not met","Approval not met"
6300,5800,6300,5800,12100,52.0661157024793,"Approval not met","Approval not met","Approval not met","Approval not met"
6400,5800,6400,5800,12200,52.4590163934426,"Approval not met","Approval not met","Approval not met","Approval not met"
6500,5800,6500,5800,12300,52.8455284552846,"Approval not met","Approval not met","Approval not met","Approval not met"
6600,5800,6600,5800,12400,53.2258064516129,"Approval not met","Approval not met","Approval not met","Approval not met"
6700,5800,6700,5800,12500,53.6,"Approval not met","Approval not met","Approval not met","Approval not met"
6800,5800,6800,5800,12600,53.968253968254,"Approval not met","Approval not met","Approval not met","Approval not met"
6900,5800,6900,5800,12700,54.3307086614173,"Approval not met","Approval not met","Approval not met","Approval not met"
7000,5800,7000,5800,12800,54.6875,"Approval not met","Approval not met","Approval not met","Approval not met"
7100,5800,7100,5800,12900,55.0387596899225,"Approval not met","Approval not met","Approval not met","Approval not met"
7200,5800,7200,5800,13000,55.3846153846154,"Approval not met","Approval not met","Approval not met","Approval not met"
7300,5800,7300,5800,13100,55.7251908396947,"Approval not met","Approval not met","Approval not met","Approval not met"
7400,5800,7400,5800,13200,56.0606060606061,"Approval not met","Approval not met","Approval not met","Approval not met"
7500,5800,7500,5800,13300,56.390977443609,"Approval not met","Approval not met","Approval not met","Approval not met"
7600,5800,7600,5800,13400,56.7164179104478,"Approval not met","Approval not met","Approval not met","Approval not met"
7700,5800,7700,5800,13500,57.037037037037,"Approval not met","Approval not met","Approval not met","Approval not met"
7800,5800,7800,5800,13600,57.3529411764706,"Approval not met","Approval not met","Approval not met","Approval not met"
7900,5800,7900,5800,13700,57.6642335766423,"Approval not met","Approval not met","Approval not met","Approval not met"
8000,5800,8000,5800,13800,57.9710144927536,"Approval not met","Approval not met","Approval not met","Approval not met"
8100,5800,8100,5800,13900,58.273381294964,"Approval not met","Approval not met","Approval not met","Approval not met"
8200,5800,8200,5800,14000,58.5714285714286,"Approval not met","Approval not met","Approval not met","Approval not met"
8300,5800,8300,5800,14100,58.8652482269503,"Approval not met","Approval not met","Approval not met","Approval not met"
8400,5800,8400,5800,14200,59.1549295774648,"Approval not met","Approval not met","Approval not met","Approval not met"
8500,5800,8500,5800,14300,59.4405594405594,"Approval not met","Approval not met","Approval not met","Approval not met"
8600,5800,8600,5800,14400,59.7222222222222,"Approval not met","Approval not met","Approval not met","Approval not met"
